Model,Serial Number,Material,Vendor Material Number,Material Description, Unit,Qty,Task List Group Key,Maintenance Plan Description,Maintenance Item,Maintenance Item Description,Func Loc,T1,T2,Desc w/o ID & Task,Serial Prefix,Spx Xref Key,FuncLoc Key,PN Key,Final CC,Final MC,AMT Key
16M,B9H00192,20217122,4827762X,GEARBOX;SX;CAT;265-6,AY,1,145692,12H206 C/O Circle Drive Gearbox,50195925,12H206 C/O Circle Drive Gearbox,STRU .CHAS.CDGB,12H206,C/O,Circle Drive Gearbox,B9H0,B9H0Circle Drive Gearbox,B9H0STRU .CHAS.CDGB,B9H04827762XCircle Drive Gearbox,5207 - CIRCLE DRIVE,00 - (NONE),520700
16M,B9H00192,20217122,4827762X,GEARBOX;SX;CAT;265-6,AY,1,145692,12H206 C/O Circle Drive Gearbox,50195925,12H206 C/O Circle Drive Gearbox,STRU .CHAS.CDGB,12H206,C/O,Circle Drive Gearbox,B9H0,B9H0Circle Drive Gearbox,B9H0STRU .CHAS.CDGB,B9H04827762XCircle Drive Gearbox,5207 - CIRCLE DRIVE,00 - (NONE),520700
16M,R9H00306,20217122,4827762X,GEARBOX;SX;CAT;265-6,AY,1,145692,12D09 C/O Circle Drive Gearbox,50344127,12D09 C/O Circle Drive Gearbox,STRU .CHAS.CDGB,12D09,C/O,Circle Drive Gearbox,R9H0,R9H0Circle Drive Gearbox,R9H0STRU .CHAS.CDGB,R9H04827762XCircle Drive Gearbox,5207 - CIRCLE DRIVE,00 - (NONE),520700
16M,B9H00404,,,,,,5006016,12D3 C/O Wheel Lean Cylinder,50149832,12D3 C/O Wheel Lean Cylinder,MYHD .CYLI.WHLE,12D3,C/O,Wheel Lean Cylinder,B9H0,B9H0Wheel Lean Cylinder,B9H0MYHD .CYLI.WHLE,B9H0Wheel Lean Cylinder,5211 - WHEEL LEAN CYLINDER,00 - (NONE),521100
16M,R9H00306,,,,,,145754,12D09 C/O Wheel Lean Cylinder,50344125,12D09 C/O Wheel Lean Cylinder,MYHD .CYLI.WHLE,12D09,C/O,Wheel Lean Cylinder,R9H0,R9H0Wheel Lean Cylinder,R9H0MYHD .CYLI.WHLE,R9H0Wheel Lean Cylinder,5211 - WHEEL LEAN CYLINDER,00 - (NONE),521100
16M,B9H00156,,,,,,5006004,12R07 C/O Centreshift Cylinder,50065094,12R07 C/O Centreshift Cylinder,MYHD .CYLI.CENT,12R07,C/O,Centreshift Cylinder,B9H0,B9H0Centreshift Cylinder,B9H0MYHD .CYLI.CENT,B9H0Centreshift Cylinder,5223 - CENTERSHIFT CYLINDER,00 - (NONE),522300
16M,R9H00872,,,,,,145737,12H423 C/O Centreshift Cylinder,50616797,12H423 C/O Centreshift Cylinder,MYHD .CYLI.CENT,12H423,C/O,Centreshift Cylinder,R9H0,R9H0Centreshift Cylinder,R9H0MYHD .CYLI.CENT,R9H0Centreshift Cylinder,5223 - CENTERSHIFT CYLINDER,00 - (NONE),522300
16M,B9H00156,,,,,,150844,12R07 C/O Articulation Cylinder RH,50096775,12R07 C/O Articulation Cylinder RH,MYHD .CYLI.ARTR,12R07,C/O,Articulation Cylinder RH,B9H0,B9H0Articulation Cylinder RH,B9H0MYHD .CYLI.ARTR,B9H0Articulation Cylinder RH,5265 - ARTICULATION CYLINDER,RI - RIGHT,5265RI
16M,B9H00156,,,,,,5006001,12R07 C/O Articulation Cylinder LH,50097855,12R07 C/O Articulation Cylinder LH,MYHD .CYLI.ARTL,12R07,C/O,Articulation Cylinder LH,B9H0,B9H0Articulation Cylinder LH,B9H0MYHD .CYLI.ARTL,B9H0Articulation Cylinder LH,5265 - ARTICULATION CYLINDER,LT - LEFT,5265LT
16M,R9H00306,,,,,,145732,12D09 C/O Articulation Cylinder LH,50344005,12D09 C/O Articulation Cylinder LH,MYHD .CYLI.ARTL,12D09,C/O,Articulation Cylinder LH,R9H0,R9H0Articulation Cylinder LH,R9H0MYHD .CYLI.ARTL,R9H0Articulation Cylinder LH,5265 - ARTICULATION CYLINDER,LT - LEFT,5265LT
16M,R9H00306,,,,,,150839,12D09 C/O Articulation Cylinder RH,50344006,12D09 C/O Articulation Cylinder RH,MYHD .CYLI.ARTR,12D09,C/O,Articulation Cylinder RH,R9H0,R9H0Articulation Cylinder RH,R9H0MYHD .CYLI.ARTR,R9H0Articulation Cylinder RH,5265 - ARTICULATION CYLINDER,RI - RIGHT,5265RI
16M,B9H00589,,,,,,5006011,12H130 C/O Ripper Lift Cylinder,50284357,12H130 C/O Ripper Lift Cylinder,MYHD .CYLI.RILI,12H130,C/O,Ripper Lift Cylinder,B9H0,B9H0Ripper Lift Cylinder,B9H0MYHD .CYLI.RILI,B9H0Ripper Lift Cylinder,5352 - RIPPER LIFT CYLINDER,00 - (NONE),535200
16M,R9H00306,,,,,,145749,12D09 C/O Ripper Lift Cylinder,50344089,12D09 C/O Ripper Lift Cylinder,MYHD .CYLI.RILI,12D09,C/O,Ripper Lift Cylinder,R9H0,R9H0Ripper Lift Cylinder,R9H0MYHD .CYLI.RILI,R9H0Ripper Lift Cylinder,5352 - RIPPER LIFT CYLINDER,00 - (NONE),535200
16M,B9H00314,,,,,,5006012,12H207 C/O Blade Sideshift Cylinder,50149889,12H207 C/O Blade Sideshift Cylinder,MYHD .CYLI.BLSI,12H207,C/O,Blade Sideshift Cylinder,B9H0,B9H0Blade Sideshift Cylinder,B9H0MYHD .CYLI.BLSI,B9H0Blade Sideshift Cylinder,5804 - SIDE SHIFT CYLINDER,00 - (NONE),580400
16M,R9H00310,,,,,,145750,12D11 C/O Blade Sideshift Cylinder,50344139,12D11 C/O Blade Sideshift Cylinder,MYHD .CYLI.BLSI,12D11,C/O,Blade Sideshift Cylinder,R9H0,R9H0Blade Sideshift Cylinder,R9H0MYHD .CYLI.BLSI,R9H0Blade Sideshift Cylinder,5804 - SIDE SHIFT CYLINDER,00 - (NONE),580400
24H,7KK00327,,,,,,256897,12R05 Engine,51222680,12R05 C/O Engine,ENGD,12R05,C/O,Engine,7KK0,7KK0Engine,7KK0ENGD,7KK0Engine,1000 - ENGINE,00 - (NONE),100000
24H,7KK00327,40559959,0R7078,TURBOCHARGER;RM;CAT;,EA,1,256902,12R05 Engine,51222685,12R05 C/O Turbocharger,ENGD .TURB.TC01,12R05,C/O,Turbocharger,7KK0,7KK0Turbocharger,7KK0ENGD .TURB.TC01,7KK00R7078Turbocharger,1052 - TURBOCHARGER,00 - (NONE),105200
24H,7KK00327,40750146,10R1266,"INJECTOR,FUEL;RM;CAT",EA,12,256900,12R05 Engine,51222683,12R05 C/O Fuel Injectors,ENGD .FUEL.INJE,12R05,C/O,Fuel Injectors,7KK0,7KK0Fuel Injectors,7KK0ENGD .FUEL.INJE,7KK010R1266Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
24H,7KK00327,40104287,0R4680,PUMP;RM;CAT;0R-4680,EA,1,256903,12R05 Engine,51222686,12R05 C/O Water Pump Main,ENGD .WAPU.WP01,12R05,C/O,Water Pump Main,7KK0,7KK0Water Pump Main,7KK0ENGD .WAPU.WP01,7KK00R4680Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
24H,7KK00327,,,,,,5054290,12R05 C/O Transmission,50116776,12R05 C/O Transmission,TRAN .TRAN,12R05,C/O,Transmission,7KK0,7KK0Transmission,7KK0TRAN .TRAN,7KK0Transmission,3030 - TRANSMISSION,00 - (NONE),303000
24H,7KK00327,,,,,,5054289,12R05 C/O Torque Converter,50116777,12R05 C/O Torque Converter,TRAN .TOCO,12R05,C/O,Torque Converter,7KK0,7KK0Torque Converter,7KK0TRAN .TOCO,7KK0Torque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
24H,7KK00327,40508175,2739007X,DIFFERENTIAL;SX;CAT;,EA,1,5054291,12R05 C/O Differential & Bevel Gear,50116823,12R05 C/O Differential,,12R05,C/O,Differential,7KK0,7KK0Differential,7KK0NO MATCH,7KK02739007XDifferential,3258 - DIFFERENTIAL,00 - (NONE),325800
24H,7KK00327,40508175,2739007X,DIFFERENTIAL;SX;CAT;,EA,1,5054291,12R05 C/O Differential & Bevel Gear,50116823,12R05 C/O Differential & Bevel Gear,FDRV .AXAR.DIFF,12R05,C/O,Differential & Bevel Gear,7KK0,7KK0Differential & Bevel Gear,7KK0FDRV .AXAR.DIFF,7KK02739007XDifferential & Bevel Gear,3258 - DIFFERENTIAL,00 - (NONE),325800
24H,7KK00327,20271017,1659955X,FINAL DRIVE;SX;CAT;1,EA,1,5058122,12R05 C/O Final Drive LH,50116824,12R05 C/O Final Drive LH,FDRV .AXAR.FDLH,12R05,C/O,Final Drive LH,7KK0,7KK0Final Drive LH,7KK0FDRV .AXAR.FDLH,7KK01659955XFinal Drive LH,4050 - FINAL DRIVE,LT - LEFT,4050LT
24H,7KK00327,20271017,1659955X,FINAL DRIVE;SX;CAT;1,EA,1,5058122,12R05 C/O Final Drive RH,50116825,12R05 C/O Final Drive RH,FDRV .AXAR.FDRH,12R05,C/O,Final Drive RH,7KK0,7KK0Final Drive RH,7KK0FDRV .AXAR.FDRH,7KK01659955XFinal Drive RH,4050 - FINAL DRIVE,RI - RIGHT,4050RI
24H,7KK00327,20092927,6058794,CYLINDER ASSEMBLY;CA,AY,1,5058118,12R05 C/O Blade Tilt Cylinder LH,50116831,12R05 C/O Blade Tilt Cylinder LH,MYHD .CYLI.BLTL,12R05,C/O,Blade Tilt Cylinder LH,7KK0,7KK0Blade Tilt Cylinder LH,7KK0MYHD .CYLI.BLTL,7KK06058794Blade Tilt Cylinder LH,5106 - TIP CYLINDER,LT - LEFT,5106LT
24H,7KK00327,20092927,6058794,CYLINDER ASSEMBLY;CA,AY,1,5058118,12R05 C/O Blade Tilt Cylinder RH,50116832,12R05 C/O Blade Tilt Cylinder RH,MYHD .CYLI.BLTR,12R05,C/O,Blade Tilt Cylinder RH,7KK0,7KK0Blade Tilt Cylinder RH,7KK0MYHD .CYLI.BLTR,7KK06058794Blade Tilt Cylinder RH,5106 - TIP CYLINDER,RI - RIGHT,5106RI
24H,7KK00327,40632568,2656741X,DRIVE ASSEMBLY;CIRCL,EA,1,142751,12R05 C/O Circle Drive Gearbox Front,50364460,12R05 C/O Circle Drive Gearbox Front,STRU .CHAS.CDGF,12R05,C/O,Circle Drive Gearbox Front,7KK0,7KK0Circle Drive Gearbox Front,7KK0STRU .CHAS.CDGF,7KK02656741XCircle Drive Gearbox Front,5207 - CIRCLE DRIVE,FR - FRONT,5207FR
24H,7KK00327,40632568,2656741X,DRIVE ASSEMBLY;CIRCL,EA,1,142751,12R05 C/O Circle Drive Gearbox Rear,50364461,12R05 C/O Circle Drive Gearbox Rear,STRU .CHAS.CDGR,12R05,C/O,Circle Drive Gearbox Rear,7KK0,7KK0Circle Drive Gearbox Rear,7KK0STRU .CHAS.CDGR,7KK02656741XCircle Drive Gearbox Rear,5207 - CIRCLE DRIVE,RE - REAR,5207RE
24H,7KK00327,,,,,,5058131,12R05 C/O Wheel Lean Cylinder LH,51215109,12R05 C/O Wheel Lean Cylinder LH,MYHD .CYLI.WHLL,12R05,C/O,Wheel Lean Cylinder LH,7KK0,7KK0Wheel Lean Cylinder LH,7KK0MYHD .CYLI.WHLL,7KK0Wheel Lean Cylinder LH,5211 - WHEEL LEAN CYLINDER,LT - LEFT,5211LT
24H,7KK00327,,,,,,5058131,12R05 C/O Wheel Lean Cylinder RH,51215110,12R05 C/O Wheel Lean Cylinder RH,MYHD .CYLI.WHLR,12R05,C/O,Wheel Lean Cylinder RH,7KK0,7KK0Wheel Lean Cylinder RH,7KK0MYHD .CYLI.WHLR,7KK0Wheel Lean Cylinder RH,5211 - WHEEL LEAN CYLINDER,RI - RIGHT,5211RI
24H,7KK00327,,,,,,5058116,12R05 C/O Articulation Cylinder LH,50116837,12R05 C/O Articulation Cylinder LH,MYHD .CYLI.ARTL,12R05,C/O,Articulation Cylinder LH,7KK0,7KK0Articulation Cylinder LH,7KK0MYHD .CYLI.ARTL,7KK0Articulation Cylinder LH,5265 - ARTICULATION CYLINDER,LT - LEFT,5265LT
24H,7KK00327,,,,,,5058116,12R05 C/O Articulation Cylinder RH,50116838,12R05 C/O Articulation Cylinder RH,MYHD .CYLI.ARTR,12R05,C/O,Articulation Cylinder RH,7KK0,7KK0Articulation Cylinder RH,7KK0MYHD .CYLI.ARTR,7KK0Articulation Cylinder RH,5265 - ARTICULATION CYLINDER,RI - RIGHT,5265RI
24H,7KK00327,,,,,,5058126,12R05 C/O Ripper Lift Cylinder RH,51215108,12R05 C/O Ripper Lift Cylinder RH,MYHD .CYLI.RILR,12R05,C/O,Ripper Lift Cylinder RH,7KK0,7KK0Ripper Lift Cylinder RH,7KK0MYHD .CYLI.RILR,7KK0Ripper Lift Cylinder RH,5352 - RIPPER LIFT CYLINDER,RI - RIGHT,5352RI
24H,7KK00332,,,,,,5058127,12H201 C/O Blade Sideshift Cylinder,50116871,12H201 C/O Blade Sideshift Cylinder,MYHD .CYLI.BLSI,12H201,C/O,Blade Sideshift Cylinder,7KK0,7KK0Blade Sideshift Cylinder,7KK0MYHD .CYLI.BLSI,7KK0Blade Sideshift Cylinder,5804 - SIDE SHIFT CYLINDER,00 - (NONE),580400
24M,B9300202,20756735,3991828X,ENGINE;SX;CAT;399182,EA,1,210348,12H446 Engine,50901156,12H446 C/O Engine,ENGD,12H446,C/O,Engine,B930,B930Engine,B930ENGD,B9303991828XEngine,1000 - ENGINE,00 - (NONE),100000
24M,B9K00429,20342312,2637760X,ENGINE;CAT;2637760X,EA,1,137474,12H227 Engine,50346144,12H227 C/O Engine,ENGD,12H227,C/O,Engine,B9K0,B9K0Engine,B9K0ENGD,B9K02637760XEngine,1000 - ENGINE,00 - (NONE),100000
24M,B9300202,20417833,10R8964,TURBO;RM;CAT;10R-896,EA,1,210383,12H446 Engine,50901159,12H446 C/O Turbocharger,ENGD .TURB.TC01,12H446,C/O,Turbocharger,B930,B930Turbocharger,B930ENGD .TURB.TC01,B93010R8964Turbocharger,1052 - TURBOCHARGER,00 - (NONE),105200
24M,B9K00429,20417833,10R8964,TURBO;RM;CAT;10R-896,EA,1,137497,12H227 Engine,50346147,12H227 C/O Turbocharger,ENGD .TURB.TC01,12H227,C/O,Turbocharger,B9K0,B9K0Turbocharger,B9K0ENGD .TURB.TC01,B9K010R8964Turbocharger,1052 - TURBOCHARGER,00 - (NONE),105200
24M,B9300202,20040945,10R3265,"INJECTOR,FUEL;RM;CAT",EA,6,210357,12H446 Engine,50901157,12H446 C/O Fuel Injectors,ENGD .FUEL.INJE,12H446,C/O,Fuel Injectors,B930,B930Fuel Injectors,B930ENGD .FUEL.INJE,B93010R3265Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
24M,B9K00429,20040945,10R3265,"INJECTOR,FUEL;RM;CAT",EA,6,137477,12H227 Engine,50346145,12H227 C/O Fuel Injectors,ENGD .FUEL.INJE,12H227,C/O,Fuel Injectors,B9K0,B9K0Fuel Injectors,B9K0ENGD .FUEL.INJE,B9K010R3265Fuel Injectors,1251 - FUEL INJECTION PUMP,00 - (NONE),125100
24M,B9300202,20866342,4370341F,RADIATOR;CAT;4370341,EA,1,210350,12H446 C/O Engine Radiator,50901155,12H446 C/O Engine Radiator,ENGD .ENCS.RADI,12H446,C/O,Engine Radiator,B930,B930Engine Radiator,B930ENGD .ENCS.RADI,B9304370341FEngine Radiator,1353 - RADIATOR,00 - (NONE),135300
24M,B9K00429,,,,,,137504,12H227 C/O Engine Radiator,50346114,12H227 C/O Engine Radiator,ENGD .ENCS.RADI,12H227,C/O,Engine Radiator,B9K0,B9K0Engine Radiator,B9K0ENGD .ENCS.RADI,B9K0Engine Radiator,1353 - RADIATOR,00 - (NONE),135300
24M,B9300202,40748634,10R0484,"PUMP,WATER;RM;CAT;10",EA,1,210384,12H446 Engine,50901160,12H446 C/O Water Pump Main,ENGD .WAPU.WP01,12H446,C/O,Water Pump Main,B930,B930Water Pump Main,B930ENGD .WAPU.WP01,B93010R0484Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
24M,B9K00429,40748634,10R0484,"PUMP,WATER;RM;CAT;10",EA,1,137499,12H227 Engine,50346148,12H227 C/O Water Pump Main,ENGD .WAPU.WP01,12H227,C/O,Water Pump Main,B9K0,B9K0Water Pump Main,B9K0ENGD .WAPU.WP01,B9K010R0484Water Pump Main,1361 - WATER PUMP,00 - (NONE),136100
24M,B9300202,20630548,3742616X,TRANSMISSION;CAT;374,EA,1,210381,12H446 C/O Transmission,50901182,12H446 C/O Transmission,TRAN .TRAN,12H446,C/O,Transmission,B930,B930Transmission,B930TRAN .TRAN,B9303742616XTransmission,3030 - TRANSMISSION,00 - (NONE),303000
24M,B9K00429,20342309,2675245X,TRANSMISSION;SX;CAT;,EA,1,137494,12H227 C/O Transmission,50345933,12H227 C/O Transmission,TRAN .TRAN,12H227,C/O,Transmission,B9K0,B9K0Transmission,B9K0TRAN .TRAN,B9K02675245XTransmission,3030 - TRANSMISSION,00 - (NONE),303000
24M,B9300202,20932928,3923633X,CONVERTER;TORQUE;SX;,EA,1,210380,12H446 C/O Torque Converter,50901181,12H446 C/O Torque Converter,TRAN .TOCO,12H446,C/O,Torque Converter,B930,B930Torque Converter,B930TRAN .TOCO,B9303923633XTorque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
24M,B9K00429,21074707,2685675X,CONVERTER TRQ;ASSY;C,EA,1,137493,12H227 C/O Torque Converter,50346392,12H227 C/O Torque Converter,TRAN .TOCO,12H227,C/O,Torque Converter,B9K0,B9K0Torque Converter,B9K0TRAN .TOCO,B9K02685675XTorque Converter,3101 - TORQUE CONVERTER,00 - (NONE),310100
24M,B9K00603,20271017,1659955X,FINAL DRIVE;SX;CAT;1,EA,1,137475,12R421 C/O Final Drive LH,50392525,12R421 C/O Final Drive LH,FDRV .AXAR.FDLH,12R421,C/O,Final Drive LH,B9K0,B9K0Final Drive LH,B9K0FDRV .AXAR.FDLH,B9K01659955XFinal Drive LH,4050 - FINAL DRIVE,LT - LEFT,4050LT
24M,B9K00603,20271017,1659955X,FINAL DRIVE;SX;CAT;1,EA,1,137475,12R421 C/O Final Drive RH,50392526,12R421 C/O Final Drive RH,FDRV .AXAR.FDRH,12R421,C/O,Final Drive RH,B9K0,B9K0Final Drive RH,B9K0FDRV .AXAR.FDRH,B9K01659955XFinal Drive RH,4050 - FINAL DRIVE,RI - RIGHT,4050RI
24M,B9300202,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,210335,12H446 C/O Brake LHF,50900438,12H446 C/O Brake LHF,BRAK .SEBR.SB01,12H446,C/O,Brake LHF,B930,B930Brake LHF,B930BRAK .SEBR.SB01,B93020R4839Brake LHF,4251 - SERVICE BRAKE,LF - LEFT FRONT,4251LF
24M,B9300202,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,210336,12H446 C/O Brake LHR,50900439,12H446 C/O Brake LHR,BRAK .SEBR.SB03,12H446,C/O,Brake LHR,B930,B930Brake LHR,B930BRAK .SEBR.SB03,B93020R4839Brake LHR,4251 - SERVICE BRAKE,LR - LEFT REAR,4251LR
24M,B9300202,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,210335,12H446 C/O Brake RHF,50901140,12H446 C/O Brake RHF,BRAK .SEBR.SB02,12H446,C/O,Brake RHF,B930,B930Brake RHF,B930BRAK .SEBR.SB02,B93020R4839Brake RHF,4251 - SERVICE BRAKE,RF - RIGHT FRONT,4251RF
24M,B9300202,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,210336,12H446 C/O Brake RHR,50901141,12H446 C/O Brake RHR,BRAK .SEBR.SB04,12H446,C/O,Brake RHR,B930,B930Brake RHR,B930BRAK .SEBR.SB04,B93020R4839Brake RHR,4251 - SERVICE BRAKE,RR - RIGHT REAR,4251RR
24M,B9K00429,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,137502,12H227 C/O Brake LHF,50345838,12H227 C/O Brake LHF,BRAK .SEBR.SB01,12H227,C/O,Brake LHF,B9K0,B9K0Brake LHF,B9K0BRAK .SEBR.SB01,B9K020R4839Brake LHF,4251 - SERVICE BRAKE,LF - LEFT FRONT,4251LF
24M,B9K00429,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,172547,12H227 C/O Brake LHR,50345880,12H227 C/O Brake LHR,BRAK .SEBR.SB03,12H227,C/O,Brake LHR,B9K0,B9K0Brake LHR,B9K0BRAK .SEBR.SB03,B9K020R4839Brake LHR,4251 - SERVICE BRAKE,LR - LEFT REAR,4251LR
24M,B9K00429,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,137502,12H227 C/O Brake RHF,50345839,12H227 C/O Brake RHF,BRAK .SEBR.SB02,12H227,C/O,Brake RHF,B9K0,B9K0Brake RHF,B9K0BRAK .SEBR.SB02,B9K020R4839Brake RHF,4251 - SERVICE BRAKE,RF - RIGHT FRONT,4251RF
24M,B9K00429,21044879,20R4839,BRAKE;CAT;20R4839,EA,1,172547,12H227 C/O Brake RHR,50345881,12H227 C/O Brake RHR,BRAK .SEBR.SB04,12H227,C/O,Brake RHR,B9K0,B9K0Brake RHR,B9K0BRAK .SEBR.SB04,B9K020R4839Brake RHR,4251 - SERVICE BRAKE,RR - RIGHT REAR,4251RR
24M,B9300202,,,,,,266988,12H446 Axle Assembly Front,51360428,12H446 C/O Axle Assembly Front,FDRV .AXAF,12H446,C/O,Axle Assembly Front,B930,B930Axle Assembly Front,B930FDRV .AXAF,B930Axle Assembly Front,4313 - STEERING AXLE,00 - (NONE),431300
24M,B9K00429,,,,,,266984,12H227 Axle Assembly Front,51360442,12H227 C/O Axle Assembly Front,FDRV .AXAF,12H227,C/O,Axle Assembly Front,B9K0,B9K0Axle Assembly Front,B9K0FDRV .AXAF,B9K0Axle Assembly Front,4313 - STEERING AXLE,00 - (NONE),431300
24M,B9K00429,20833835,4529419,SWIVEL;CAT;4529419,EA,1,137489,12H227 C/O Centre Joint,50345914,12H227 C/O Centre Joint,MYHD .VALV.CEJO,12H227,C/O,Centre Joint,B9K0,B9K0Centre Joint,B9K0MYHD .VALV.CEJO,B9K04529419Centre Joint,5060 - SWIVEL,00 - (NONE),506000
24M,B9300202,,,,,,210331,12H446 C/O Blade Tilt Cylinder LH,50900435,12H446 C/O Blade Tilt Cylinder LH,MYHD .CYLI.BLTL,12H446,C/O,Blade Tilt Cylinder LH,B930,B930Blade Tilt Cylinder LH,B930MYHD .CYLI.BLTL,B930Blade Tilt Cylinder LH,5106 - TIP CYLINDER,LT - LEFT,5106LT
24M,B9300202,,,,,,210331,12H446 C/O Blade Tilt Cylinder RH,50900436,12H446 C/O Blade Tilt Cylinder RH,MYHD .CYLI.BLTR,12H446,C/O,Blade Tilt Cylinder RH,B930,B930Blade Tilt Cylinder RH,B930MYHD .CYLI.BLTR,B930Blade Tilt Cylinder RH,5106 - TIP CYLINDER,RI - RIGHT,5106RI
24M,B9K00560,,,,,,138461,12H422 C/O Blade Tilt Cylinder LH,50430838,12H422 C/O Blade Tilt Cylinder LH,MYHD .CYLI.BLTL,12H422,C/O,Blade Tilt Cylinder LH,B9K0,B9K0Blade Tilt Cylinder LH,B9K0MYHD .CYLI.BLTL,B9K0Blade Tilt Cylinder LH,5106 - TIP CYLINDER,LT - LEFT,5106LT
24M,B9K00560,,,,,,138461,12H422 C/O Blade Tilt Cylinder RH,50430839,12H422 C/O Blade Tilt Cylinder RH,MYHD .CYLI.BLTR,12H422,C/O,Blade Tilt Cylinder RH,B9K0,B9K0Blade Tilt Cylinder RH,B9K0MYHD .CYLI.BLTR,B9K0Blade Tilt Cylinder RH,5106 - TIP CYLINDER,RI - RIGHT,5106RI
24M,B9300202,20280130,2656741X,DRIVE;SX;CAT;2656742,EA,1,210339,12H446 C/O Circle Drive Gearbox Front,50901145,12H446 C/O Circle Drive Gearbox Front,STRU .CHAS.CDGF,12H446,C/O,Circle Drive Gearbox Front,B930,B930Circle Drive Gearbox Front,B930STRU .CHAS.CDGF,B9302656741XCircle Drive Gearbox Front,5207 - CIRCLE DRIVE,FR - FRONT,5207FR
24M,B9300203,20280137,2656741X,DRIVE;CAT;2685745,EA,1,210340,12H468 C/O Circle Drive Gearbox Rear,50900999,12H468 C/O Circle Drive Gearbox Rear,STRU .CHAS.CDGR,12H468,C/O,Circle Drive Gearbox Rear,B930,B930Circle Drive Gearbox Rear,B930STRU .CHAS.CDGR,B9302656741XCircle Drive Gearbox Rear,5207 - CIRCLE DRIVE,RE - REAR,5207RE
24M,B9K00429,20280130,2656741X,DRIVE;SX;CAT;2656742,EA,1,138494,12H227 C/O Circle Drive Gearbox Front,50345930,12H227 C/O Circle Drive Gearbox Front,STRU .CHAS.CDGF,12H227,C/O,Circle Drive Gearbox Front,B9K0,B9K0Circle Drive Gearbox Front,B9K0STRU .CHAS.CDGF,B9K02656741XCircle Drive Gearbox Front,5207 - CIRCLE DRIVE,FR - FRONT,5207FR
24M,B9K00429,20280130,2656741X,DRIVE;SX;CAT;2656742,EA,1,138488,12H227 C/O Circle Drive Gearbox Rear,50345931,12H227 C/O Circle Drive Gearbox Rear,STRU .CHAS.CDGR,12H227,C/O,Circle Drive Gearbox Rear,B9K0,B9K0Circle Drive Gearbox Rear,B9K0STRU .CHAS.CDGR,B9K02656741XCircle Drive Gearbox Rear,5207 - CIRCLE DRIVE,RE - REAR,5207RE
24M,B9300202,,,,,,210330,12H446 C/O Blade Sideshift Cylinder,50900434,12H446 C/O Blade Sideshift Cylinder,MYHD .CYLI.BLSI,12H446,C/O,Blade Sideshift Cylinder,B930,B930Blade Sideshift Cylinder,B930MYHD .CYLI.BLSI,B930Blade Sideshift Cylinder,5229 - BLADE SIDESHIFT CYLINDER,00 - (NONE),522900
24M,B9K00560,,,,,,137486,12H422 C/O Blade Sideshift Cylinder,50430837,12H422 C/O Blade Sideshift Cylinder,MYHD .CYLI.BLSI,12H422,C/O,Blade Sideshift Cylinder,B9K0,B9K0Blade Sideshift Cylinder,B9K0MYHD .CYLI.BLSI,B9K0Blade Sideshift Cylinder,5229 - BLADE SIDESHIFT CYLINDER,00 - (NONE),522900
24M,B9300202,,,,,,210327,12H446 C/O Articulation Cylinder LH,50900430,12H446 C/O Articulation Cylinder LH,MYHD .CYLI.ARTL,12H446,C/O,Articulation Cylinder LH,B930,B930Articulation Cylinder LH,B930MYHD .CYLI.ARTL,B930Articulation Cylinder LH,5265 - ARTICULATION CYLINDER,LT - LEFT,5265LT
24M,B9300202,,,,,,210327,12H446 C/O Articulation Cylinder RH,50900431,12H446 C/O Articulation Cylinder RH,MYHD .CYLI.ARTR,12H446,C/O,Articulation Cylinder RH,B930,B930Articulation Cylinder RH,B930MYHD .CYLI.ARTR,B930Articulation Cylinder RH,5265 - ARTICULATION CYLINDER,RI - RIGHT,5265RI
24M,B9K00429,,,,,,137462,12H227 C/O Articulation Cylinder LH,50345902,12H227 C/O Articulation Cylinder LH,MYHD .CYLI.ARTL,12H227,C/O,Articulation Cylinder LH,B9K0,B9K0Articulation Cylinder LH,B9K0MYHD .CYLI.ARTL,B9K0Articulation Cylinder LH,5265 - ARTICULATION CYLINDER,LT - LEFT,5265LT
24M,B9K00449,,,,,,137462,12H416 C/O Articulation Cylinder RH,50405095,12H416 C/O Articulation Cylinder RH,MYHD .CYLI.ARTR,12H416,C/O,Articulation Cylinder RH,B9K0,B9K0Articulation Cylinder RH,B9K0MYHD .CYLI.ARTR,B9K0Articulation Cylinder RH,5265 - ARTICULATION CYLINDER,RI - RIGHT,5265RI
